id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Positive_568,3.571,6.473,2.902,7.812,6.027,4.241,4.464,4.911,5.134,7.143,3.447,6.248,2.801,7.541,5.818,4.094,0.239,0.304,0.257,0.317,0.277,0.768,0.143,0.317,0.333,0.411,0.35,0.239,0.304,0.388,0.204,0.286,0.224,0.239,0.217,0.027,0.208,0.253,0.157,0.201,1.339,0.67,0.893,0.446,100.0,0.893,1.339,0.446,95.982,0.223,0.67,92.634,100.0,1.339,0.446,0.893,0.67,0.446,100.0,1.339,0.45,0.22,0.45,0.22,0.45,0.0,0.67,0.45,0.67,0.22,0.22,0.0,0.0,0.45,0.45,0.0,0.22,0.45,0.22,0.45,0.67,0.22,0.22,0.22,0.0,0.0,0.0,1.12,2.396,1.825,3.309,1.483,3.081,2.168,2.282,2.51,2.624,4.935,5.129,5.004,1
Positive_1094,3.562,4.354,1.319,5.277,2.902,3.562,5.805,6.069,8.311,6.201,2.588,3.163,0.958,3.834,2.108,3.354,0.277,0.281,0.281,0.274,0.28,0.803,0.096,0.288,0.306,0.344,0.379,0.277,0.281,0.359,0.244,0.248,0.25,0.218,0.256,0.02,0.168,0.231,0.209,0.197,0.264,0.396,0.264,1.187,99.868,0.396,0.528,1.187,95.778,0.132,1.979,81.003,99.868,0.264,1.187,0.264,0.396,1.187,99.868,0.264,0.13,0.53,0.4,0.4,0.13,0.13,0.26,0.26,0.0,0.13,0.13,0.13,0.92,0.26,0.13,0.13,0.0,0.4,0.26,0.26,0.53,0.4,0.26,0.79,0.4,1.06,0.0,0.26,3.27,1.802,2.203,0.667,1.468,1.802,2.937,3.071,4.205,4.925,5.004,4.963,1
Negative_1075,1.875,1.25,10.625,1.875,0.625,1.25,5.625,14.375,3.75,10.0,2.161,1.441,12.248,2.161,0.72,2.161,0.256,0.188,0.287,0.338,0.275,0.863,0.031,0.356,0.225,0.475,0.269,0.256,0.188,0.412,0.296,0.182,0.245,0.22,0.245,0.013,0.05,0.176,0.176,0.145,4.375,1.25,5.625,1.875,100.0,8.75,1.25,5.0,90.625,0.625,8.125,58.75,86.25,1.25,1.875,1.25,1.875,1.875,100.0,1.25,1.89,1.26,0.0,0.63,1.89,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.63,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.26,1.26,1.26,1.26,0.0,1.89,0.0,0.0,4.744,0.949,0.633,5.377,0.316,0.633,2.846,7.274,1.898,4.759,4.668,5.043,0
Negative_573,3.81,2.381,10.0,1.905,1.429,0.476,2.857,10.952,18.095,5.238,4.128,2.58,10.834,2.064,1.548,4.128,0.157,0.195,0.424,0.305,0.414,0.9,0.043,0.438,0.219,0.562,0.281,0.157,0.195,0.5,0.167,0.144,0.378,0.201,0.249,0.0,0.086,0.163,0.096,0.11,0.952,1.429,1.429,2.381,97.143,1.429,0.952,8.095,97.143,0.476,13.333,29.524,65.238,0.952,2.381,0.952,2.381,2.381,97.143,0.952,0.0,3.83,0.0,0.0,1.44,0.96,0.0,0.0,0.48,0.0,0.0,0.48,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.96,4.31,0.0,0.0,0.0,3.08,2.24,1.4,5.88,0.84,0.28,1.68,6.44,10.64,4.06,4.466,4.378,0
Negative_1076,9.804,1.961,5.882,7.843,3.922,7.843,3.922,0.0,7.843,0.0,12.015,2.403,7.208,9.612,4.806,0.0,0.333,0.353,0.294,0.255,0.255,0.784,0.098,0.216,0.373,0.294,0.373,0.333,0.353,0.235,0.4,0.26,0.2,0.32,0.24,0.06,0.14,0.34,0.36,0.32,3.922,5.882,5.882,13.725,96.078,3.922,17.647,33.333,90.196,1.961,15.686,41.176,94.118,3.922,13.725,3.922,5.882,13.725,96.078,3.922,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,5.15,1.03,3.09,2.06,4.12,2.06,0.0,4.12,4.673,4.633,4.93,0
Negative_982,0.312,2.812,5.0,4.062,2.188,2.188,4.688,3.75,9.375,6.25,0.204,1.842,3.275,2.661,1.433,1.023,0.219,0.225,0.244,0.263,0.25,0.838,0.069,0.378,0.253,0.456,0.325,0.219,0.225,0.422,0.185,0.219,0.257,0.26,0.257,0.016,0.1,0.166,0.144,0.129,0.625,0.938,0.625,1.875,100.0,1.25,0.625,1.875,98.75,0.312,15.625,71.875,100.0,0.625,1.875,0.625,2.188,1.875,100.0,0.625,0.31,0.0,0.0,0.0,0.63,0.94,0.0,0.0,0.0,0.0,0.0,0.94,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.31,0.31,0.63,0.0,0.0,3.748,0.163,1.467,2.608,1.141,1.141,2.445,1.956,4.889,4.782,4.973,4.579,0
Positive_320,2.542,4.661,1.695,6.78,5.508,4.237,4.237,8.051,4.237,5.085,3.978,7.294,2.653,10.61,8.62,5.305,0.263,0.254,0.288,0.292,0.263,0.797,0.114,0.369,0.288,0.432,0.305,0.263,0.254,0.436,0.209,0.247,0.251,0.281,0.226,0.013,0.183,0.234,0.174,0.196,0.847,1.695,1.271,5.932,99.576,2.966,0.847,14.831,99.576,0.424,5.932,74.576,92.797,0.847,5.932,0.847,3.814,5.932,99.576,0.847,2.55,0.0,0.43,0.0,0.0,0.43,0.0,0.43,0.43,0.43,0.43,0.0,0.43,0.0,0.0,0.0,0.0,0.43,0.43,1.7,0.43,0.85,0.43,0.43,0.0,0.43,0.0,0.0,2.333,1.273,2.333,0.849,2.758,2.121,2.121,4.031,2.121,4.944,5.066,4.653,1
Negative_264,0.0,1.657,10.497,2.762,1.657,1.657,2.21,9.392,8.84,8.287,0.0,1.121,7.1,1.868,1.121,0.747,0.188,0.16,0.304,0.287,0.293,0.906,0.044,0.392,0.204,0.514,0.298,0.188,0.16,0.448,0.194,0.15,0.35,0.217,0.294,0.006,0.083,0.128,0.106,0.083,1.657,1.105,1.657,1.105,100.0,6.63,1.657,4.42,90.055,0.552,4.972,56.354,92.818,1.657,1.105,1.657,1.105,1.105,100.0,1.657,0.0,0.56,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.56,0.56,1.11,0.0,0.0,1.941,0.0,0.97,6.148,0.97,0.97,1.294,5.5,5.177,4.111,4.073,3.95,0
Negative_750,3.553,4.569,4.399,6.768,2.369,5.076,4.738,9.475,10.152,4.907,3.415,4.391,4.228,6.505,2.277,2.602,0.222,0.289,0.316,0.249,0.364,0.795,0.113,0.389,0.32,0.479,0.299,0.222,0.289,0.447,0.203,0.227,0.236,0.176,0.283,0.032,0.161,0.178,0.125,0.144,0.338,0.677,0.677,0.338,99.492,2.369,0.338,3.384,99.492,0.169,0.338,72.081,97.8,1.015,0.338,0.338,0.677,0.338,99.492,1.015,0.17,0.34,0.0,0.34,0.17,0.34,0.34,0.34,0.0,0.0,0.0,0.17,0.17,0.51,0.34,0.17,0.17,0.17,0.34,0.34,0.34,0.85,1.19,0.85,0.0,1.86,0.17,0.0,2.191,1.917,2.466,2.374,1.278,2.739,2.557,5.113,5.478,4.298,5.059,4.487,0
Positive_174,3.285,2.875,1.848,3.696,7.598,4.723,7.598,3.696,9.035,5.749,1.555,1.361,0.875,1.749,3.596,1.846,0.251,0.195,0.281,0.363,0.265,0.862,0.066,0.349,0.214,0.396,0.353,0.251,0.195,0.407,0.187,0.142,0.298,0.278,0.206,0.014,0.097,0.148,0.16,0.109,1.232,0.411,0.411,0.616,99.384,1.643,1.232,0.616,99.179,0.205,1.027,57.495,98.563,1.232,0.616,1.232,0.411,0.616,99.384,1.232,0.41,0.21,0.62,0.41,0.0,0.0,0.0,0.62,0.41,0.0,0.82,0.62,0.62,0.41,0.0,0.0,0.21,0.21,0.21,0.0,0.0,0.21,0.21,0.41,0.21,0.0,0.21,0.21,1.358,1.811,1.585,1.019,4.188,2.603,4.188,2.037,4.98,4.332,4.668,4.478,1
Negative_1282,1.527,3.817,1.527,6.87,4.58,0.763,4.58,9.16,6.107,8.397,1.257,3.142,1.257,5.654,3.77,1.885,0.214,0.298,0.252,0.252,0.267,0.786,0.107,0.351,0.321,0.405,0.382,0.214,0.298,0.397,0.177,0.315,0.269,0.177,0.2,0.015,0.2,0.231,0.146,0.208,2.29,1.527,3.817,1.527,99.237,2.29,3.053,9.924,99.237,0.763,14.504,64.122,93.893,2.29,1.527,2.29,1.527,1.527,99.237,2.29,1.54,0.77,0.77,0.0,0.0,0.77,0.77,0.77,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.887,0.752,1.88,0.752,2.256,0.376,2.256,4.511,3.008,5.7,5.139,4.962,0
Positive_230,3.846,7.308,0.385,5.0,3.462,9.231,4.615,6.538,6.923,6.538,3.679,6.99,0.368,4.782,3.311,2.943,0.277,0.323,0.265,0.254,0.331,0.758,0.123,0.315,0.369,0.392,0.331,0.277,0.323,0.392,0.178,0.328,0.243,0.212,0.259,0.019,0.212,0.282,0.154,0.212,0.769,4.231,1.923,3.462,100.0,1.923,0.769,3.462,100.0,0.385,5.385,72.692,93.077,0.769,1.154,0.769,4.231,3.462,100.0,0.769,0.0,0.39,0.39,0.77,0.0,0.0,0.0,0.39,0.39,0.0,0.77,0.0,0.39,0.39,0.39,0.0,0.39,0.77,0.0,0.39,0.39,0.77,0.39,0.39,0.0,0.39,0.0,1.54,1.361,1.945,3.696,0.195,1.751,4.668,2.334,3.307,3.501,5.366,4.853,4.724,1
Positive_433,4.587,6.422,1.835,8.257,6.422,9.174,5.963,5.505,4.587,2.752,4.898,6.857,1.959,8.817,6.857,5.878,0.33,0.349,0.243,0.271,0.261,0.716,0.147,0.225,0.372,0.307,0.362,0.33,0.349,0.303,0.318,0.295,0.157,0.258,0.276,0.037,0.221,0.304,0.249,0.258,2.752,0.917,1.835,4.128,100.0,1.835,0.917,5.046,100.0,0.459,4.128,64.22,88.073,0.917,4.128,0.917,1.835,4.128,100.0,0.917,0.46,0.92,0.92,0.0,0.46,0.0,0.0,0.46,0.46,0.0,0.0,0.92,1.38,0.46,0.0,1.84,0.46,0.0,1.38,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.46,0.92,2.213,2.213,3.098,0.885,3.098,4.426,2.877,2.656,2.213,5.522,5.589,5.131,1
Positive_564,4.244,3.714,0.531,3.979,6.101,5.836,2.918,6.897,5.305,5.836,4.677,4.093,0.585,4.385,6.723,4.385,0.223,0.273,0.265,0.3,0.279,0.836,0.077,0.377,0.286,0.419,0.358,0.223,0.273,0.43,0.197,0.255,0.255,0.258,0.205,0.013,0.125,0.215,0.176,0.178,1.061,1.592,0.531,0.796,100.0,0.531,3.714,0.796,96.817,0.265,6.897,69.231,97.347,1.061,0.796,1.061,1.592,0.796,100.0,1.061,0.53,0.27,0.8,0.0,0.0,0.27,0.27,0.8,0.0,0.53,0.27,0.27,0.27,0.0,0.27,0.53,0.0,0.0,0.53,1.06,0.0,0.8,0.53,0.27,0.27,0.27,0.0,0.27,1.512,2.199,1.924,0.275,3.161,3.024,1.512,3.573,2.748,4.974,4.847,5.007,1
Negative_0,0.0,0.0,9.804,3.922,3.922,7.843,5.882,0.0,13.725,3.922,0.0,0.0,10.17,4.068,4.068,10.17,0.451,0.216,0.353,0.51,0.157,0.804,0.039,0.235,0.216,0.333,0.216,0.451,0.216,0.333,0.22,0.24,0.36,0.42,0.08,0.0,0.08,0.3,0.18,0.26,13.725,3.922,3.922,9.804,96.078,3.922,19.608,29.412,96.078,1.961,11.765,11.765,23.529,13.725,9.804,5.882,3.922,9.804,96.078,13.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.513,0.0,0.0,4.391,1.757,3.513,2.635,0.0,6.148,6.251,5.525,5.612,0
Positive_3,1.913,4.508,1.23,5.123,1.639,3.893,1.844,18.989,4.098,3.21,1.418,3.342,0.912,3.798,1.215,0.658,0.134,0.236,0.286,0.123,0.562,0.816,0.096,0.624,0.242,0.681,0.185,0.134,0.236,0.639,0.083,0.267,0.333,0.074,0.398,0.025,0.156,0.077,0.05,0.068,0.205,0.342,0.137,0.41,99.522,0.137,0.205,0.546,98.087,0.068,0.41,80.123,99.522,0.205,0.41,0.205,0.342,0.41,99.522,0.205,1.57,0.34,0.07,0.21,0.0,0.0,0.14,0.14,0.14,0.21,0.14,0.07,0.96,0.27,0.07,0.0,0.0,0.14,0.07,2.19,0.75,8.68,3.35,0.68,0.0,0.89,0.07,0.21,2.721,1.073,2.529,0.69,0.919,2.184,1.034,10.652,2.299,4.833,4.729,4.841,1
Negative_79,3.448,4.075,1.567,6.27,1.567,1.567,6.27,8.15,6.27,7.524,4.1,4.845,1.863,7.455,1.863,4.1,0.232,0.263,0.298,0.27,0.285,0.821,0.103,0.37,0.295,0.426,0.342,0.232,0.263,0.436,0.214,0.236,0.286,0.211,0.277,0.019,0.17,0.226,0.167,0.176,0.94,0.627,0.627,2.508,94.044,0.627,0.94,2.508,94.044,0.313,2.821,73.668,93.73,0.94,2.508,0.627,1.254,2.508,94.044,0.94,0.94,0.63,0.31,0.0,0.31,0.31,0.0,0.31,0.0,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.31,0.31,0.31,2.2,0.63,0.31,0.0,0.31,0.31,0.31,0.0,0.63,3.106,1.798,2.125,0.817,0.817,0.817,3.27,4.25,3.27,4.599,4.985,4.808,0
Positive_470,5.755,4.676,2.95,5.18,5.971,5.612,5.036,5.18,8.561,7.77,5.807,4.718,2.977,5.227,6.025,3.122,0.24,0.288,0.286,0.319,0.299,0.805,0.099,0.304,0.322,0.381,0.379,0.24,0.288,0.368,0.22,0.247,0.251,0.245,0.228,0.018,0.161,0.249,0.178,0.202,0.216,0.288,0.216,0.144,99.856,0.432,0.288,0.144,99.424,0.072,1.799,77.842,99.856,0.216,0.144,0.216,0.432,0.144,99.856,0.216,0.43,0.14,0.43,0.14,0.36,0.22,0.22,0.14,0.29,0.14,0.36,0.07,0.43,0.43,0.29,0.36,0.29,0.22,0.14,0.36,0.07,0.14,0.14,0.43,0.36,0.5,0.14,0.36,2.145,3.064,2.49,1.571,3.179,2.988,2.681,2.758,4.558,4.635,4.845,4.513,1
Negative_302,2.424,2.424,3.03,3.636,0.0,2.424,6.061,15.758,8.485,3.03,1.551,1.551,1.939,2.326,0.0,0.388,0.297,0.297,0.327,0.2,0.382,0.764,0.061,0.43,0.315,0.485,0.218,0.297,0.297,0.455,0.238,0.195,0.256,0.146,0.287,0.037,0.073,0.14,0.128,0.134,1.212,1.818,2.424,3.03,96.97,1.212,1.818,3.03,84.242,0.606,6.667,52.121,89.697,1.212,3.03,1.212,11.515,3.03,96.97,1.212,0.61,4.27,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.83,0.61,0.0,0.0,0.0,0.0,0.0,1.22,1.83,2.44,2.44,0.61,0.0,3.05,0.0,0.0,7.032,1.125,1.125,1.406,0.0,1.125,2.813,7.313,3.938,5.163,5.332,5.478,0
Positive_143,1.413,8.834,0.353,4.24,4.24,2.12,4.24,6.36,8.127,7.42,1.553,9.708,0.388,4.659,4.659,1.553,0.219,0.283,0.244,0.216,0.318,0.753,0.131,0.375,0.311,0.466,0.314,0.219,0.283,0.417,0.163,0.266,0.262,0.195,0.33,0.021,0.206,0.216,0.142,0.188,1.413,0.707,0.707,1.06,99.293,2.12,1.413,1.06,98.233,0.353,5.654,60.777,99.293,1.413,1.06,1.413,0.707,1.06,99.293,1.413,1.06,0.71,0.71,0.0,0.0,0.0,0.71,1.06,0.35,0.35,0.0,0.0,0.71,0.35,0.0,0.0,0.35,0.35,0.35,2.13,0.0,0.71,0.0,0.0,0.0,0.71,0.0,0.35,4.648,0.688,4.304,0.172,2.066,1.033,2.066,3.098,3.959,5.164,5.315,5.31,1
Positive_164,1.681,5.882,0.84,7.563,6.723,5.042,7.563,9.244,1.681,1.681,1.279,4.475,0.639,5.754,5.114,5.754,0.361,0.319,0.269,0.277,0.244,0.706,0.134,0.261,0.345,0.328,0.311,0.361,0.319,0.361,0.297,0.169,0.271,0.28,0.246,0.051,0.136,0.186,0.237,0.153,2.521,1.681,1.681,3.361,100.0,1.681,5.042,3.361,100.0,0.84,6.723,85.714,94.958,2.521,3.361,2.521,1.681,3.361,100.0,2.521,0.0,0.85,0.0,0.85,0.0,0.85,0.85,1.69,0.85,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.85,0.0,0.85,0.0,0.0,0.0,1.69,0.0,5.02,0.773,2.703,0.386,3.09,2.317,3.476,4.248,0.773,4.584,5.832,5.437,1
Positive_779,2.473,5.22,1.099,8.516,4.945,4.67,2.747,6.319,6.868,6.868,2.662,5.619,1.183,9.167,5.323,4.732,0.247,0.321,0.264,0.25,0.261,0.753,0.137,0.297,0.349,0.36,0.393,0.247,0.321,0.368,0.231,0.289,0.229,0.218,0.245,0.017,0.209,0.275,0.196,0.223,0.549,1.099,0.824,1.374,100.0,2.198,0.549,1.374,97.527,0.275,3.297,87.088,99.725,0.549,1.374,0.549,3.022,1.374,100.0,0.549,0.28,0.55,0.28,0.0,0.0,0.28,0.55,0.0,0.55,0.55,0.0,0.0,0.28,0.28,0.55,0.28,0.0,0.0,0.0,0.28,0.28,0.55,1.1,0.55,0.0,0.28,0.83,0.28,3.148,1.232,2.6,0.547,2.463,2.326,1.368,3.148,3.421,5.223,5.38,5.181,1
Negative_654,4.025,3.251,2.632,9.752,3.251,4.954,1.858,7.121,7.74,8.978,3.027,2.445,1.98,7.335,2.445,1.747,0.19,0.336,0.255,0.259,0.291,0.759,0.13,0.325,0.351,0.384,0.426,0.19,0.336,0.364,0.197,0.27,0.208,0.243,0.271,0.043,0.189,0.222,0.169,0.189,0.31,0.464,0.31,0.774,99.845,1.084,0.31,0.774,99.845,0.155,4.18,73.065,99.536,0.31,0.774,0.31,0.464,0.774,99.845,0.31,0.62,0.47,0.0,0.47,0.16,0.0,0.31,0.0,0.16,0.0,0.0,0.16,0.93,0.16,1.4,0.0,0.0,0.0,0.0,0.47,0.62,0.62,0.47,0.62,0.16,0.31,0.16,0.16,3.23,2.1,1.696,1.373,1.696,2.584,0.969,3.714,4.037,4.588,4.429,4.929,0
Positive_584,6.977,6.977,0.997,4.319,3.987,8.97,4.983,3.322,6.977,3.654,6.85,6.85,0.979,4.241,3.915,2.936,0.276,0.349,0.243,0.252,0.329,0.754,0.113,0.342,0.359,0.422,0.302,0.276,0.349,0.382,0.207,0.28,0.187,0.21,0.237,0.017,0.177,0.24,0.183,0.21,1.329,1.661,1.993,1.661,100.0,4.319,1.329,2.326,100.0,0.332,15.282,71.096,99.336,1.329,0.664,1.329,1.661,1.661,100.0,0.664,0.0,0.33,0.33,0.0,0.0,0.0,0.67,0.33,0.0,0.33,1.0,0.33,0.0,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.67,0.33,1.33,2.177,3.516,3.516,0.502,2.009,4.52,2.511,1.674,3.516,5.057,5.107,4.76,1
Negative_887,3.177,3.685,3.304,4.701,4.193,3.685,4.701,8.259,6.607,6.734,1.854,2.15,1.928,2.743,2.446,1.334,0.231,0.248,0.264,0.291,0.295,0.817,0.084,0.375,0.267,0.445,0.324,0.231,0.248,0.417,0.165,0.201,0.251,0.237,0.243,0.014,0.141,0.156,0.123,0.127,0.254,0.762,0.254,0.635,99.873,4.701,0.762,0.635,98.094,0.127,1.398,77.382,99.873,0.254,0.635,0.254,1.398,0.635,99.873,0.254,1.02,0.25,0.13,0.0,0.25,0.0,0.38,0.38,0.0,0.0,0.51,0.51,1.15,0.0,0.13,0.25,0.13,0.13,0.0,0.64,0.51,0.51,0.76,0.76,0.38,0.25,0.13,0.13,3.251,1.659,1.924,1.725,2.189,1.924,2.455,4.313,3.45,4.632,4.653,4.773,0
Positive_53,4.831,5.797,2.899,6.28,5.797,5.314,0.966,5.797,6.28,6.763,2.841,3.409,1.705,3.693,3.409,3.125,0.237,0.333,0.256,0.28,0.338,0.763,0.121,0.309,0.348,0.396,0.367,0.237,0.333,0.377,0.238,0.204,0.238,0.165,0.286,0.029,0.146,0.165,0.194,0.136,1.449,0.966,1.932,0.966,99.517,2.415,1.449,3.865,99.517,0.483,11.111,57.971,95.169,1.449,0.966,1.449,0.966,0.966,99.517,1.449,0.0,0.49,0.49,0.97,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.49,0.0,0.0,0.0,0.0,0.49,3.175,2.442,2.93,1.465,2.93,2.686,0.488,2.93,3.175,4.451,4.673,5.098,1
Negative_223,2.857,4.762,0.952,6.667,4.762,6.667,0.952,0.952,8.571,5.714,3.682,6.137,1.227,8.591,6.137,1.227,0.181,0.362,0.248,0.219,0.229,0.781,0.114,0.314,0.39,0.371,0.448,0.181,0.362,0.352,0.173,0.269,0.173,0.212,0.269,0.01,0.183,0.24,0.173,0.192,1.905,5.714,1.905,6.667,100.0,2.857,3.81,10.476,100.0,0.952,6.667,80.0,93.333,1.905,6.667,1.905,6.667,6.667,100.0,1.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049,1.536,2.561,0.512,2.561,3.585,0.512,0.512,4.609,4.423,5.299,5.044,0
Negative_1289,0.0,3.101,6.202,3.876,2.326,1.55,3.876,6.977,7.752,3.876,0.0,1.911,3.821,2.388,1.433,0.0,0.217,0.209,0.209,0.233,0.279,0.806,0.07,0.403,0.217,0.496,0.287,0.217,0.209,0.411,0.188,0.227,0.273,0.227,0.273,0.023,0.102,0.156,0.109,0.156,1.55,4.651,1.55,2.326,100.0,10.853,3.101,2.326,84.496,0.775,21.705,83.721,93.023,1.55,2.326,1.55,4.651,2.326,100.0,1.55,3.12,0.78,0.0,0.78,0.78,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,1.56,0.0,0.78,0.78,0.0,0.78,0.0,0.0,0.0,5.267,0.0,1.505,3.01,1.129,0.752,1.881,3.386,3.762,4.783,4.827,5.288,0
Positive_104,4.335,5.007,2.466,6.278,6.428,7.549,3.662,4.559,9.567,5.531,3.948,4.56,2.246,5.718,5.854,3.403,0.259,0.312,0.297,0.303,0.288,0.761,0.113,0.32,0.334,0.395,0.347,0.259,0.312,0.38,0.212,0.24,0.256,0.233,0.236,0.034,0.158,0.229,0.178,0.189,0.224,0.149,0.149,0.448,99.253,0.149,0.224,2.093,98.43,0.075,0.448,79.073,99.103,0.224,0.448,0.224,0.149,0.448,99.253,0.224,0.3,0.3,0.07,0.45,0.07,0.3,0.6,0.15,0.3,0.22,0.45,0.07,0.37,0.45,0.82,0.45,0.3,0.15,0.07,0.22,0.22,0.3,0.15,0.22,0.3,0.45,0.3,0.0,2.602,2.22,2.564,1.263,3.292,3.866,1.875,2.335,4.899,4.765,4.932,4.85,1
Negative_1179,1.942,3.155,0.728,8.495,2.184,1.699,1.456,9.466,5.583,3.641,1.436,2.334,0.538,6.283,1.615,1.077,0.124,0.24,0.369,0.262,0.252,0.835,0.117,0.512,0.25,0.551,0.325,0.124,0.24,0.536,0.112,0.187,0.251,0.229,0.221,0.015,0.204,0.109,0.097,0.085,3.155,0.485,0.728,0.971,98.058,2.427,0.485,7.282,97.087,0.243,5.34,64.32,98.058,0.485,0.971,0.485,0.728,0.971,98.058,0.485,0.97,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.24,0.73,0.73,0.49,0.0,0.49,0.0,0.0,1.894,1.166,1.894,0.437,1.311,1.02,0.874,5.684,3.352,3.978,3.906,3.762,0
Negative_1065,0.0,3.846,0.0,7.692,11.538,3.846,0.0,11.538,7.692,7.692,0.0,14.513,0.0,29.026,43.54,14.513,0.192,0.231,0.346,0.269,0.308,0.808,0.115,0.385,0.269,0.423,0.385,0.192,0.231,0.462,0.16,0.12,0.16,0.24,0.28,0.0,0.24,0.16,0.04,0.12,11.538,3.846,3.846,23.077,84.615,3.846,11.538,30.769,46.154,3.846,23.077,38.462,84.615,11.538,23.077,11.538,3.846,23.077,84.615,11.538,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,1.98,0.0,5.941,1.98,0.0,5.941,3.961,3.829,3.669,5.24,0
Negative_230,2.141,2.784,4.069,7.066,1.927,5.353,1.713,10.707,6.424,5.567,1.852,2.408,3.52,6.112,1.667,1.482,0.227,0.283,0.289,0.233,0.293,0.79,0.099,0.379,0.313,0.448,0.325,0.227,0.283,0.426,0.191,0.223,0.27,0.193,0.232,0.034,0.146,0.176,0.144,0.144,0.642,0.428,1.285,0.428,100.0,1.071,0.642,1.713,100.0,0.214,0.428,74.518,96.146,0.642,0.428,0.642,0.428,0.428,100.0,0.642,1.5,0.43,0.0,0.21,0.64,0.43,0.21,0.0,0.0,0.0,0.21,1.07,0.86,0.21,1.07,0.0,0.0,0.0,0.21,0.43,0.64,1.5,1.29,0.21,0.43,0.21,0.0,0.0,2.978,1.103,1.434,2.096,0.992,2.757,0.882,5.515,3.309,4.574,4.862,4.913,0
